"","pcktsCount","pcktsLost","dteTime"
"1321",974.35,7.79,2017-03-04 00:00:00
"1322",1044.52,5.34,2017-03-04 01:00:00
"1323",924.19,5.37,2017-03-04 02:00:00
"1324",1011.28,9.38,2017-03-04 03:00:00
"1325",846.51,6.5,2017-03-04 04:00:00
"1326",987.48,6.51,2017-03-04 05:00:00
"1327",1163.71,8.45,2017-03-04 06:00:00
"1328",1127.16,8.28,2017-03-04 07:00:00
"1329",1181.6,7.33,2017-03-04 08:00:00
"1330",864.74,4.21,2017-03-04 09:00:00
"1331",1149.12,5.41,2017-03-04 10:00:00
"1332",1117.75,7.64,2017-03-04 11:00:00
"1333",1151.15,8.42,2017-03-04 12:00:00
"1334",1112.76,7.62,2017-03-04 13:00:00
"1335",1095.29,8.3,2017-03-04 14:00:00
"1336",926.81,14.27,2017-03-04 15:00:00
"1337",813.43,7.72,2017-03-04 16:00:00
"1338",960.9,7.89,2017-03-04 17:00:00
"1339",1094.63,8.88,2017-03-04 18:00:00
"1340",781.58,8.8,2017-03-04 19:00:00
"1341",1003.85,7.66,2017-03-04 20:00:00
"1342",1040.94,6.7,2017-03-04 21:00:00
"1343",844.3,7.34,2017-03-04 22:00:00
"1344",951.95,9.62,2017-03-04 23:00:00
"1345",997.53,5.31,2017-03-05 00:00:00
"1346",921.38,9.81,2017-03-05 01:00:00
"1347",906.32,7.95,2017-03-05 02:00:00
"1348",1090.01,5.05,2017-03-05 03:00:00
"1349",944.47,8.41,2017-03-05 04:00:00
"1350",814.45,5.31,2017-03-05 05:00:00
"1351",1146.13,5.99,2017-03-05 06:00:00
"1352",837.2,4.96,2017-03-05 07:00:00
"1353",1190.4,5.6,2017-03-05 08:00:00
"1354",1155.6,6.73,2017-03-05 09:00:00
"1355",876.4,7.83,2017-03-05 10:00:00
"1356",1118.85,8.62,2017-03-05 11:00:00
"1357",968.1,9.6,2017-03-05 12:00:00
"1358",975.21,10.06,2017-03-05 13:00:00
"1359",997.67,7.83,2017-03-05 14:00:00
"1360",1133.15,8.8,2017-03-05 15:00:00
"1361",934.99,11.16,2017-03-05 16:00:00
"1362",1063.6,6.88,2017-03-05 17:00:00
"1363",997.72,6.53,2017-03-05 18:00:00
"1364",1003.44,11.59,2017-03-05 19:00:00
"1365",1101.4,14.17,2017-03-05 20:00:00
"1366",955.33,8.35,2017-03-05 21:00:00
"1367",804.74,10.81,2017-03-05 22:00:00
"1368",852.37,10.06,2017-03-05 23:00:00
"1369",1004.33,7.7,2017-03-06 00:00:00
"1370",837.96,4.78,2017-03-06 01:00:00
"1371",859.74,8.44,2017-03-06 02:00:00
"1372",925.53,4.95,2017-03-06 03:00:00
"1373",1121.01,5.18,2017-03-06 04:00:00
"1374",944.58,6.33,2017-03-06 05:00:00
"1375",877.72,6.54,2017-03-06 06:00:00
"1376",1000.76,6.37,2017-03-06 07:00:00
"1377",1042.36,6.47,2017-03-06 08:00:00
"1378",865.3,4.86,2017-03-06 09:00:00
"1379",1125.29,3.61,2017-03-06 10:00:00
"1380",967.74,4.9,2017-03-06 11:00:00
"1381",976.17,7.51,2017-03-06 12:00:00
"1382",960.66,8.93,2017-03-06 13:00:00
"1383",810.69,6.74,2017-03-06 14:00:00
"1384",1054.67,12.61,2017-03-06 15:00:00
"1385",993.46,9.66,2017-03-06 16:00:00
"1386",967.03,8.68,2017-03-06 17:00:00
"1387",797.31,8.87,2017-03-06 18:00:00
"1388",1080.17,9.31,2017-03-06 19:00:00
"1389",1079.9,12.1,2017-03-06 20:00:00
"1390",1073.16,7.77,2017-03-06 21:00:00
"1391",1111.99,5.04,2017-03-06 22:00:00
"1392",1111.82,8.01,2017-03-06 23:00:00
"1393",952.73,6.23,2017-03-07 00:00:00
"1394",974.9,6.85,2017-03-07 01:00:00
"1395",844.57,7.98,2017-03-07 02:00:00
"1396",1067.04,5.19,2017-03-07 03:00:00
"1397",856.74,5.07,2017-03-07 04:00:00
"1398",1021.42,4.56,2017-03-07 05:00:00
"1399",992.5,8.21,2017-03-07 06:00:00
"1400",1008.05,4.08,2017-03-07 07:00:00
"1401",1149.48,4.64,2017-03-07 08:00:00
"1402",987.31,7.04,2017-03-07 09:00:00
"1403",1033.69,6.12,2017-03-07 10:00:00
"1404",1166.88,5.01,2017-03-07 11:00:00
"1405",841.13,6.57,2017-03-07 12:00:00
"1406",848.93,10.59,2017-03-07 13:00:00
"1407",925.68,7.59,2017-03-07 14:00:00
"1408",1026.05,9.13,2017-03-07 15:00:00
"1409",802.52,11.85,2017-03-07 16:00:00
"1410",937.63,6.76,2017-03-07 17:00:00
"1411",777.56,9,2017-03-07 18:00:00
"1412",899.19,9.36,2017-03-07 19:00:00
"1413",1128.33,13.04,2017-03-07 20:00:00
"1414",1157.72,7.38,2017-03-07 21:00:00
"1415",1063.78,7.87,2017-03-07 22:00:00
"1416",931.66,5.59,2017-03-07 23:00:00
"1417",936.91,9.08,2017-03-08 00:00:00
"1418",1102.94,6.53,2017-03-08 01:00:00
"1419",1128.42,10.87,2017-03-08 02:00:00
"1420",1054.7,5.85,2017-03-08 03:00:00
"1421",954.84,4.83,2017-03-08 04:00:00
"1422",913.2,6.96,2017-03-08 05:00:00
"1423",1009.92,5.83,2017-03-08 06:00:00
"1424",1040.94,8.9,2017-03-08 07:00:00
"1425",929.74,7.71,2017-03-08 08:00:00
"1426",812.18,6,2017-03-08 09:00:00
"1427",804.35,6.73,2017-03-08 10:00:00
"1428",875.29,5.94,2017-03-08 11:00:00
"1429",905.93,7.47,2017-03-08 12:00:00
"1430",854.08,14.26,2017-03-08 13:00:00
"1431",1155.55,7.51,2017-03-08 14:00:00
"1432",1050.94,11.76,2017-03-08 15:00:00
"1433",1022.07,7.48,2017-03-08 16:00:00
"1434",1024.78,9.78,2017-03-08 17:00:00
"1435",1138.19,8.67,2017-03-08 18:00:00
"1436",866.12,12.63,2017-03-08 19:00:00
"1437",890.69,8.14,2017-03-08 20:00:00
"1438",853.58,7.66,2017-03-08 21:00:00
"1439",910.43,12.33,2017-03-08 22:00:00
"1440",821.14,6.72,2017-03-08 23:00:00
"1441",1056.66,4.41,2017-03-09 00:00:00
"1442",839.99,7.57,2017-03-09 01:00:00
"1443",1117.63,6.34,2017-03-09 02:00:00
"1444",1114.26,4.13,2017-03-09 03:00:00
"1445",1121.23,6.81,2017-03-09 04:00:00
"1446",935.51,5.66,2017-03-09 05:00:00
"1447",1040.86,4.47,2017-03-09 06:00:00
"1448",1025.46,7.26,2017-03-09 07:00:00
"1449",1027.41,3.55,2017-03-09 08:00:00
"1450",1152.27,5.72,2017-03-09 09:00:00
"1451",954.06,3.18,2017-03-09 10:00:00
"1452",1004.62,3.74,2017-03-09 11:00:00
"1453",1106.38,7.68,2017-03-09 12:00:00
"1454",1013.44,13.09,2017-03-09 13:00:00
"1455",1089.58,5.33,2017-03-09 14:00:00
"1456",1192.67,8.89,2017-03-09 15:00:00
"1457",1114.91,9.74,2017-03-09 16:00:00
"1458",836.19,8.74,2017-03-09 17:00:00
"1459",819,7.53,2017-03-09 18:00:00
"1460",917.15,9.43,2017-03-09 19:00:00
"1461",1040.55,7.55,2017-03-09 20:00:00
"1462",796.63,7.76,2017-03-09 21:00:00
"1463",953.77,8.36,2017-03-09 22:00:00
"1464",1007.3,6.61,2017-03-09 23:00:00
"1465",856.05,8.17,2017-03-10 00:00:00
"1466",942.54,9.64,2017-03-10 01:00:00
"1467",970.45,9.46,2017-03-10 02:00:00
"1468",1178.08,6.22,2017-03-10 03:00:00
"1469",1013.59,7.29,2017-03-10 04:00:00
"1470",1113.04,8.12,2017-03-10 05:00:00
"1471",1102.46,8.84,2017-03-10 06:00:00
"1472",1103.45,6.99,2017-03-10 07:00:00
"1473",935.79,7.54,2017-03-10 08:00:00
"1474",941.95,4.93,2017-03-10 09:00:00
"1475",1000.31,4.36,2017-03-10 10:00:00
"1476",1089.32,7.34,2017-03-10 11:00:00
"1477",900.77,6.7,2017-03-10 12:00:00
"1478",944.3,10.57,2017-03-10 13:00:00
"1479",1001.76,6.6,2017-03-10 14:00:00
"1480",933.2,10.94,2017-03-10 15:00:00
"1481",842.82,6.59,2017-03-10 16:00:00
"1482",1054.37,4.41,2017-03-10 17:00:00
"1483",812.31,6.65,2017-03-10 18:00:00
"1484",950.67,7.28,2017-03-10 19:00:00
"1485",945.82,9.07,2017-03-10 20:00:00
"1486",866.28,4.66,2017-03-10 21:00:00
"1487",823.54,7.75,2017-03-10 22:00:00
"1488",946.77,7.05,2017-03-10 23:00:00
"1489",997.2,7.51,2017-03-11 00:00:00
"1490",1094.85,9.35,2017-03-11 01:00:00
"1491",904.72,10.17,2017-03-11 02:00:00
"1492",1008.07,9.62,2017-03-11 03:00:00
"1493",939.97,5.63,2017-03-11 04:00:00
"1494",1032.81,5.48,2017-03-11 05:00:00
"1495",1076.33,7.14,2017-03-11 06:00:00
"1496",928.1,5.24,2017-03-11 07:00:00
"1497",1062.34,6.5,2017-03-11 08:00:00
"1498",966.31,4.48,2017-03-11 09:00:00
"1499",1147.26,4.52,2017-03-11 10:00:00
"1500",1141.5,8.18,2017-03-11 11:00:00
"1501",887.3,10.18,2017-03-11 12:00:00
"1502",1091.87,14.88,2017-03-11 13:00:00
"1503",937.42,8.12,2017-03-11 14:00:00
"1504",1061.12,7.6,2017-03-11 15:00:00
"1505",1135.79,7.26,2017-03-11 16:00:00
"1506",1032.01,9.58,2017-03-11 17:00:00
"1507",896.37,6.44,2017-03-11 18:00:00
"1508",816.73,7.4,2017-03-11 19:00:00
"1509",893.02,8.54,2017-03-11 20:00:00
"1510",932.16,5.89,2017-03-11 21:00:00
"1511",839.3,8.61,2017-03-11 22:00:00
"1512",929.2,6.7,2017-03-11 23:00:00
"1513",1156.49,5.75,2017-03-12 00:00:00
"1514",1009.57,9.31,2017-03-12 01:00:00
"1515",962.54,4.6,NA
"1516",1127.65,4.31,2017-03-12 03:00:00
"1517",943.43,5.37,2017-03-12 04:00:00
"1518",994.08,4.74,2017-03-12 05:00:00
"1519",1156.5,7.33,2017-03-12 06:00:00
"1520",896.88,3.75,2017-03-12 07:00:00
"1521",940.21,6.37,2017-03-12 08:00:00
"1522",826.38,5.5,2017-03-12 09:00:00
"1523",1109.35,4.6,2017-03-12 10:00:00
"1524",825.28,4.82,2017-03-12 11:00:00
"1525",939.84,10.61,2017-03-12 12:00:00
"1526",929.93,8.66,2017-03-12 13:00:00
"1527",1004.83,11.17,2017-03-12 14:00:00
"1528",1031.71,10.45,2017-03-12 15:00:00
"1529",809.69,6.45,2017-03-12 16:00:00
"1530",808.31,5.02,2017-03-12 17:00:00
"1531",935.98,4.81,2017-03-12 18:00:00
"1532",921.17,5.34,2017-03-12 19:00:00
"1533",1033.7,8.42,2017-03-12 20:00:00
"1534",1161.07,7.15,2017-03-12 21:00:00
"1535",862.24,4.78,2017-03-12 22:00:00
"1536",791.09,6.24,2017-03-12 23:00:00
"1537",870.75,6.8,2017-03-13 00:00:00
"1538",1006.22,10.65,2017-03-13 01:00:00
"1539",1133.93,9.06,2017-03-13 02:00:00
"1540",1196.76,4.63,2017-03-13 03:00:00
"1541",1181.47,6.09,2017-03-13 04:00:00
"1542",1093.71,7.17,2017-03-13 05:00:00
"1543",1132.71,6.96,2017-03-13 06:00:00
"1544",1153.23,5.01,2017-03-13 07:00:00
"1545",824.74,4.63,2017-03-13 08:00:00
"1546",966.72,6.32,2017-03-13 09:00:00
"1547",1184.06,4.81,2017-03-13 10:00:00
"1548",861.31,5.6,2017-03-13 11:00:00
"1549",1099.31,10.33,2017-03-13 12:00:00
"1550",829.7,10.1,2017-03-13 13:00:00
"1551",939.93,6.56,2017-03-13 14:00:00
"1552",875.18,10.7,2017-03-13 15:00:00
"1553",1026.01,6.84,2017-03-13 16:00:00
"1554",819.04,5.93,2017-03-13 17:00:00
"1555",1139,11.81,2017-03-13 18:00:00
"1556",1026.57,12.8,2017-03-13 19:00:00
"1557",1077.48,9.7,2017-03-13 20:00:00
"1558",967.73,7.06,2017-03-13 21:00:00
"1559",787.11,11.47,2017-03-13 22:00:00
"1560",859.25,9.38,2017-03-13 23:00:00
"1561",874.29,9.42,2017-03-14 00:00:00
"1562",1146.25,8.12,2017-03-14 01:00:00
"1563",1006.28,9.44,2017-03-14 02:00:00
"1564",1182.28,8.87,2017-03-14 03:00:00
"1565",1166.82,4.92,2017-03-14 04:00:00
"1566",857.85,9.53,2017-03-14 05:00:00
"1567",992.45,8.82,2017-03-14 06:00:00
"1568",808,5.86,2017-03-14 07:00:00
"1569",795.69,7.89,2017-03-14 08:00:00
"1570",1108.55,4.37,2017-03-14 09:00:00
"1571",803.82,4.57,2017-03-14 10:00:00
"1572",994.16,7.11,2017-03-14 11:00:00
"1573",782.91,8.89,2017-03-14 12:00:00
"1574",866.46,13.18,2017-03-14 13:00:00
"1575",1114.23,8.46,2017-03-14 14:00:00
"1576",903.3,12.37,2017-03-14 15:00:00
"1577",877.03,8.32,2017-03-14 16:00:00
"1578",915.09,8.14,2017-03-14 17:00:00
"1579",879.94,10.72,2017-03-14 18:00:00
"1580",809.13,11.08,2017-03-14 19:00:00
"1581",836.75,7.51,2017-03-14 20:00:00
"1582",872.02,5.2,2017-03-14 21:00:00
"1583",1075.97,9.11,2017-03-14 22:00:00
"1584",1012.11,9.41,2017-03-14 23:00:00
"1585",822.64,6.09,2017-03-15 00:00:00
"1586",960.84,9.06,2017-03-15 01:00:00
"1587",1117.06,7.29,2017-03-15 02:00:00
"1588",1132.3,4.13,2017-03-15 03:00:00
"1589",1088.66,3.41,2017-03-15 04:00:00
"1590",1005.97,5.76,2017-03-15 05:00:00
"1591",1128.26,4.13,2017-03-15 06:00:00
"1592",1108.54,6.85,2017-03-15 07:00:00
"1593",1059.74,4.21,2017-03-15 08:00:00
"1594",1151.68,3.87,2017-03-15 09:00:00
"1595",942.39,4.18,2017-03-15 10:00:00
"1596",954.27,5.19,2017-03-15 11:00:00
"1597",930.1,7.14,2017-03-15 12:00:00
"1598",980.61,7.83,2017-03-15 13:00:00
"1599",1088.35,11,2017-03-15 14:00:00
"1600",1026.87,6.8,2017-03-15 15:00:00
"1601",1130.65,8.51,2017-03-15 16:00:00
"1602",925.25,7.93,2017-03-15 17:00:00
"1603",1129.41,6.09,2017-03-15 18:00:00
"1604",787.5,11.84,2017-03-15 19:00:00
"1605",870.52,12.43,2017-03-15 20:00:00
"1606",1074.94,5.6,2017-03-15 21:00:00
"1607",1003.49,4.89,2017-03-15 22:00:00
"1608",1104.34,4.54,2017-03-15 23:00:00
"1609",870.81,4.68,2017-03-16 00:00:00
"1610",980.47,9.39,2017-03-16 01:00:00
"1611",1073.98,7.69,2017-03-16 02:00:00
"1612",1114.04,6.79,2017-03-16 03:00:00
"1613",1066.12,4.6,2017-03-16 04:00:00
"1614",1023.84,4.59,2017-03-16 05:00:00
"1615",831.15,5.63,2017-03-16 06:00:00
"1616",799.73,6.68,2017-03-16 07:00:00
"1617",817.28,4.51,2017-03-16 08:00:00
"1618",803.63,4.69,2017-03-16 09:00:00
"1619",862.22,6.95,2017-03-16 10:00:00
"1620",1143.15,6.99,2017-03-16 11:00:00
"1621",825.5,10.8,2017-03-16 12:00:00
"1622",1040.77,6.96,2017-03-16 13:00:00
"1623",1097.96,10.67,2017-03-16 14:00:00
"1624",886.24,8.37,2017-03-16 15:00:00
"1625",1049.4,9.41,2017-03-16 16:00:00
"1626",1065.4,8.89,2017-03-16 17:00:00
"1627",918.39,5.52,2017-03-16 18:00:00
"1628",793.07,12.42,2017-03-16 19:00:00
"1629",841.19,13.11,2017-03-16 20:00:00
"1630",1140.12,6.1,2017-03-16 21:00:00
"1631",973.03,6.38,2017-03-16 22:00:00
"1632",954.3,6.49,2017-03-16 23:00:00
"1633",911.79,9.97,2017-03-17 00:00:00
"1634",1176.65,8.68,2017-03-17 01:00:00
"1635",1114.13,8.52,2017-03-17 02:00:00
"1636",1069.65,6.49,2017-03-17 03:00:00
"1637",876.82,6.91,2017-03-17 04:00:00
"1638",961.84,8.69,2017-03-17 05:00:00
"1639",885.57,9.51,2017-03-17 06:00:00
"1640",1140.04,7.23,2017-03-17 07:00:00
"1641",1075.97,8.85,2017-03-17 08:00:00
"1642",1024.41,5.69,2017-03-17 09:00:00
"1643",831.6,4.78,2017-03-17 10:00:00
"1644",911.86,8.04,2017-03-17 11:00:00
"1645",945.81,8.96,2017-03-17 12:00:00
"1646",977,12.52,2017-03-17 13:00:00
"1647",1019.22,7.82,2017-03-17 14:00:00
"1648",874.05,7.99,2017-03-17 15:00:00
"1649",1094.16,9.88,2017-03-17 16:00:00
"1650",1035.24,9.11,2017-03-17 17:00:00
"1651",849.48,10.49,2017-03-17 18:00:00
"1652",1058.04,8.48,2017-03-17 19:00:00
"1653",1100.52,8.4,2017-03-17 20:00:00
"1654",933.05,8.59,2017-03-17 21:00:00
"1655",1148.81,11.58,2017-03-17 22:00:00
"1656",862.3,7.94,2017-03-17 23:00:00
"1657",982.32,4.9,2017-03-18 00:00:00
"1658",1070.12,5.56,2017-03-18 01:00:00
"1659",1135.17,6.99,2017-03-18 02:00:00
"1660",860.05,4.07,2017-03-18 03:00:00
"1661",1068.95,6.5,2017-03-18 04:00:00
"1662",1046.21,6.65,2017-03-18 05:00:00
"1663",890.76,7.06,2017-03-18 06:00:00
"1664",1005.76,3.9,2017-03-18 07:00:00
"1665",871.21,4.93,2017-03-18 08:00:00
"1666",838.88,4.65,2017-03-18 09:00:00
"1667",938.22,4.32,2017-03-18 10:00:00
"1668",889.72,4.08,2017-03-18 11:00:00
"1669",1153.01,6.84,2017-03-18 12:00:00
"1670",846.06,13.11,2017-03-18 13:00:00
"1671",1082.82,8.04,2017-03-18 14:00:00
"1672",799.94,12.81,2017-03-18 15:00:00
"1673",818.48,6.21,2017-03-18 16:00:00
"1674",957.88,5.31,2017-03-18 17:00:00
"1675",1048.26,9.77,2017-03-18 18:00:00
"1676",1067.45,8.82,2017-03-18 19:00:00
"1677",935.24,13.07,2017-03-18 20:00:00
"1678",933.02,5.46,2017-03-18 21:00:00
"1679",1078.69,8.04,2017-03-18 22:00:00
"1680",1023.19,5.14,2017-03-18 23:00:00
"1681",1068.85,6.02,2017-03-19 00:00:00
"1682",1136.14,9.55,2017-03-19 01:00:00
"1683",918.12,7.62,2017-03-19 02:00:00
"1684",813.01,5,2017-03-19 03:00:00
"1685",887.18,4.68,2017-03-19 04:00:00
"1686",1069.4,8.01,2017-03-19 05:00:00
"1687",992.39,5.59,2017-03-19 06:00:00
"1688",1188.9,7.08,2017-03-19 07:00:00
"1689",1078.99,4.93,2017-03-19 08:00:00
"1690",1157.61,3.72,2017-03-19 09:00:00
"1691",1144.55,4.38,2017-03-19 10:00:00
"1692",962.54,6.39,2017-03-19 11:00:00
"1693",847.71,10.94,2017-03-19 12:00:00
"1694",958.77,12.21,2017-03-19 13:00:00
"1695",879.41,8.33,2017-03-19 14:00:00
"1696",1067.96,10.96,2017-03-19 15:00:00
"1697",1001.17,13.11,2017-03-19 16:00:00
"1698",1095.06,7.72,2017-03-19 17:00:00
"1699",976.92,7.29,2017-03-19 18:00:00
"1700",953.15,6.13,2017-03-19 19:00:00
"1701",1150.88,7.14,2017-03-19 20:00:00
"1702",973.67,8.24,2017-03-19 21:00:00
"1703",1045.48,11.06,2017-03-19 22:00:00
"1704",1083.74,8.95,2017-03-19 23:00:00
"1705",1157.3,8.88,2017-03-20 00:00:00
"1706",832.19,5.55,2017-03-20 01:00:00
"1707",1171.82,9.82,2017-03-20 02:00:00
"1708",1092.42,6.5,2017-03-20 03:00:00
"1709",956.75,7.52,2017-03-20 04:00:00
"1710",1171.59,7.44,2017-03-20 05:00:00
"1711",854.59,10.06,2017-03-20 06:00:00
"1712",1032.28,7.58,2017-03-20 07:00:00
"1713",991.73,6.43,2017-03-20 08:00:00
"1714",1143.77,6.63,2017-03-20 09:00:00
"1715",944.62,7.25,2017-03-20 10:00:00
"1716",799.85,4.63,2017-03-20 11:00:00
"1717",993.02,9.26,2017-03-20 12:00:00
"1718",1045.08,13.12,2017-03-20 13:00:00
"1719",971.16,10.32,2017-03-20 14:00:00
"1720",967.88,12.99,2017-03-20 15:00:00
"1721",1110.47,10.41,2017-03-20 16:00:00
"1722",975.54,9.59,2017-03-20 17:00:00
"1723",1017.49,12.02,2017-03-20 18:00:00
"1724",899.23,6.93,2017-03-20 19:00:00
"1725",899.8,10.38,2017-03-20 20:00:00
"1726",855.77,7.11,2017-03-20 21:00:00
"1727",821.97,8.03,2017-03-20 22:00:00
"1728",806.2,5.62,2017-03-20 23:00:00
"1729",890.43,3.9,2017-03-21 00:00:00
"1730",860.6,8.42,2017-03-21 01:00:00
"1731",1093.78,7.74,2017-03-21 02:00:00
"1732",840.82,7.99,2017-03-21 03:00:00
"1733",822.14,6.58,2017-03-21 04:00:00
"1734",974.45,3.67,2017-03-21 05:00:00
"1735",846.01,6.47,2017-03-21 06:00:00
"1736",922.19,6.71,2017-03-21 07:00:00
"1737",914.4,6.33,2017-03-21 08:00:00
"1738",1147.71,6.22,2017-03-21 09:00:00
"1739",875.18,5.87,2017-03-21 10:00:00
"1740",973.37,4.36,2017-03-21 11:00:00
"1741",1085.05,7.97,2017-03-21 12:00:00
"1742",858.23,6.34,2017-03-21 13:00:00
"1743",873.96,6.27,2017-03-21 14:00:00
"1744",1111.46,13.79,2017-03-21 15:00:00
"1745",1080.44,6.65,2017-03-21 16:00:00
"1746",1107.66,3.89,2017-03-21 17:00:00
"1747",919.48,9.15,2017-03-21 18:00:00
"1748",984.15,5.54,2017-03-21 19:00:00
"1749",1096.23,9.63,2017-03-21 20:00:00
"1750",1110.1,5.58,2017-03-21 21:00:00
"1751",1055.09,9.92,2017-03-21 22:00:00
"1752",936.5,8.22,2017-03-21 23:00:00
