"","pcktsCount","pcktsLost","dteTime"
"1753",1160.78,4.81,2017-03-22 00:00:00
"1754",956.36,8.56,2017-03-22 01:00:00
"1755",1064.36,8.34,2017-03-22 02:00:00
"1756",944.32,6.51,2017-03-22 03:00:00
"1757",1147.34,5.9,2017-03-22 04:00:00
"1758",1021.69,8.23,2017-03-22 05:00:00
"1759",1091.53,5.7,2017-03-22 06:00:00
"1760",1152.02,6.03,2017-03-22 07:00:00
"1761",861.75,5.87,2017-03-22 08:00:00
"1762",897.03,4.08,2017-03-22 09:00:00
"1763",1135.29,3.18,2017-03-22 10:00:00
"1764",943.02,4.72,2017-03-22 11:00:00
"1765",815.4,8.57,2017-03-22 12:00:00
"1766",1170.44,7.89,2017-03-22 13:00:00
"1767",1099.77,11.02,2017-03-22 14:00:00
"1768",846.44,11.96,2017-03-22 15:00:00
"1769",794.83,9.66,2017-03-22 16:00:00
"1770",908.46,9.42,2017-03-22 17:00:00
"1771",1014.55,7.29,2017-03-22 18:00:00
"1772",934.74,9.61,2017-03-22 19:00:00
"1773",884.9,10.82,2017-03-22 20:00:00
"1774",884.16,7.27,2017-03-22 21:00:00
"1775",982.95,6.91,2017-03-22 22:00:00
"1776",942.69,7.65,2017-03-22 23:00:00
"1777",1027.06,10.43,2017-03-23 00:00:00
"1778",951.56,9.12,2017-03-23 01:00:00
"1779",1137.57,6.73,2017-03-23 02:00:00
"1780",837.58,9.93,2017-03-23 03:00:00
"1781",936.49,5.91,2017-03-23 04:00:00
"1782",906.76,8.01,2017-03-23 05:00:00
"1783",1138.11,6.14,2017-03-23 06:00:00
"1784",1056.89,8.39,2017-03-23 07:00:00
"1785",1052.25,6.74,2017-03-23 08:00:00
"1786",915.05,4.34,2017-03-23 09:00:00
"1787",914.36,6.74,2017-03-23 10:00:00
"1788",1134.6,8.6,2017-03-23 11:00:00
"1789",998.51,8.37,2017-03-23 12:00:00
"1790",974.99,12.24,2017-03-23 13:00:00
"1791",886.5,12.17,2017-03-23 14:00:00
"1792",991.93,14.45,2017-03-23 15:00:00
"1793",1067.52,13.95,2017-03-23 16:00:00
"1794",820.53,8.48,2017-03-23 17:00:00
"1795",1064.56,7.26,2017-03-23 18:00:00
"1796",959.79,7.21,2017-03-23 19:00:00
"1797",891.7,11.12,2017-03-23 20:00:00
"1798",842.77,9.54,2017-03-23 21:00:00
"1799",815.28,11.85,2017-03-23 22:00:00
"1800",1111.3,7.01,2017-03-23 23:00:00
"1801",921.14,8,2017-03-24 00:00:00
"1802",1147.27,5.58,2017-03-24 01:00:00
"1803",1153.02,5.95,2017-03-24 02:00:00
"1804",947.55,3.72,2017-03-24 03:00:00
"1805",1145.28,7.44,2017-03-24 04:00:00
"1806",864.47,4.56,2017-03-24 05:00:00
"1807",830.73,8.06,2017-03-24 06:00:00
"1808",1112.14,4.11,2017-03-24 07:00:00
"1809",983.55,7.62,2017-03-24 08:00:00
"1810",921.92,5.1,2017-03-24 09:00:00
"1811",803.37,4.26,2017-03-24 10:00:00
"1812",1067.28,3.68,2017-03-24 11:00:00
"1813",958.35,6.13,2017-03-24 12:00:00
"1814",897.86,11.99,2017-03-24 13:00:00
"1815",989.9,11.3,2017-03-24 14:00:00
"1816",952.65,13.11,2017-03-24 15:00:00
"1817",1144.41,6.71,2017-03-24 16:00:00
"1818",880.95,6.05,2017-03-24 17:00:00
"1819",1017.21,7.31,2017-03-24 18:00:00
"1820",1045.15,6.81,2017-03-24 19:00:00
"1821",994.86,6.49,2017-03-24 20:00:00
"1822",783.59,4.4,2017-03-24 21:00:00
"1823",916.86,8.83,2017-03-24 22:00:00
"1824",1037.59,5.82,2017-03-24 23:00:00
"1825",1141.16,6.01,2017-03-25 00:00:00
"1826",1104.36,9.23,2017-03-25 01:00:00
"1827",915.37,5.76,2017-03-25 02:00:00
"1828",1093.19,5.75,2017-03-25 03:00:00
"1829",805.19,6.36,2017-03-25 04:00:00
"1830",1002.07,4.79,2017-03-25 05:00:00
"1831",1131.2,6.88,2017-03-25 06:00:00
"1832",1149.57,6.07,2017-03-25 07:00:00
"1833",1084.03,6.27,2017-03-25 08:00:00
"1834",1042.1,5.59,2017-03-25 09:00:00
"1835",944.23,5.4,2017-03-25 10:00:00
"1836",1040.86,4.9,2017-03-25 11:00:00
"1837",790.4,8.62,2017-03-25 12:00:00
"1838",869.64,11.54,2017-03-25 13:00:00
"1839",921.71,6.97,2017-03-25 14:00:00
"1840",883.94,10.76,2017-03-25 15:00:00
"1841",1166.96,10.3,2017-03-25 16:00:00
"1842",912.87,8.85,2017-03-25 17:00:00
"1843",935.58,6.42,2017-03-25 18:00:00
"1844",1102.33,10.01,2017-03-25 19:00:00
"1845",846.77,7.98,2017-03-25 20:00:00
"1846",1008.18,5.59,2017-03-25 21:00:00
"1847",968.68,9.91,2017-03-25 22:00:00
"1848",857.17,9.17,2017-03-25 23:00:00
"1849",871.52,8.16,2017-03-26 00:00:00
"1850",937.42,10.37,2017-03-26 01:00:00
"1851",1065.82,6.21,2017-03-26 02:00:00
"1852",888.67,6.82,2017-03-26 03:00:00
"1853",796.7,8.57,2017-03-26 04:00:00
"1854",870.13,6.88,2017-03-26 05:00:00
"1855",1078.37,9.69,2017-03-26 06:00:00
"1856",1156,7.46,2017-03-26 07:00:00
"1857",1182.18,6.51,2017-03-26 08:00:00
"1858",1160.11,4.98,2017-03-26 09:00:00
"1859",1130.89,6.43,2017-03-26 10:00:00
"1860",914.78,8.91,2017-03-26 11:00:00
"1861",844.43,11.86,2017-03-26 12:00:00
"1862",1100.78,11.41,2017-03-26 13:00:00
"1863",1119.57,8.65,2017-03-26 14:00:00
"1864",806.37,11.8,2017-03-26 15:00:00
"1865",974.64,13.83,2017-03-26 16:00:00
"1866",967.46,10.03,2017-03-26 17:00:00
"1867",861.98,11.06,2017-03-26 18:00:00
"1868",1081.62,6.46,2017-03-26 19:00:00
"1869",1003.89,7.07,2017-03-26 20:00:00
"1870",945.15,9.18,2017-03-26 21:00:00
"1871",1045.81,7.09,2017-03-26 22:00:00
"1872",790.61,5.61,2017-03-26 23:00:00
"1873",803.05,6.7,2017-03-27 00:00:00
"1874",998.92,5.55,2017-03-27 01:00:00
"1875",999.37,4.98,2017-03-27 02:00:00
"1876",1047.21,6.96,2017-03-27 03:00:00
"1877",1145.33,3.49,2017-03-27 04:00:00
"1878",1165.8,7.3,2017-03-27 05:00:00
"1879",1116.6,4.37,2017-03-27 06:00:00
"1880",989.02,5.57,2017-03-27 07:00:00
"1881",912.31,5.87,2017-03-27 08:00:00
"1882",799.55,6.01,2017-03-27 09:00:00
"1883",864.37,6.03,2017-03-27 10:00:00
"1884",1103.35,6.91,2017-03-27 11:00:00
"1885",912.16,10.34,2017-03-27 12:00:00
"1886",1101.47,8.81,2017-03-27 13:00:00
"1887",938.37,10.21,2017-03-27 14:00:00
"1888",861.15,6.84,2017-03-27 15:00:00
"1889",850.94,9.59,2017-03-27 16:00:00
"1890",1098.58,4.76,2017-03-27 17:00:00
"1891",961.47,10.62,2017-03-27 18:00:00
"1892",780.61,6.99,2017-03-27 19:00:00
"1893",938.24,11.96,2017-03-27 20:00:00
"1894",930.92,5.68,2017-03-27 21:00:00
"1895",1142.64,8.37,2017-03-27 22:00:00
"1896",971.23,5.57,2017-03-27 23:00:00
"1897",1130.29,5.07,2017-03-28 00:00:00
"1898",1071.49,9.01,2017-03-28 01:00:00
"1899",1126.85,5.84,2017-03-28 02:00:00
"1900",1007.13,6.03,2017-03-28 03:00:00
"1901",1020.04,6.89,2017-03-28 04:00:00
"1902",1166.42,4.67,2017-03-28 05:00:00
"1903",845.77,7.04,2017-03-28 06:00:00
"1904",813.14,6.98,2017-03-28 07:00:00
"1905",894.3,5.63,2017-03-28 08:00:00
"1906",853.46,4.84,2017-03-28 09:00:00
"1907",1188.27,4.38,2017-03-28 10:00:00
"1908",926.04,5.76,2017-03-28 11:00:00
"1909",931.8,11.06,2017-03-28 12:00:00
"1910",1112.05,7.01,2017-03-28 13:00:00
"1911",1134.96,6.49,2017-03-28 14:00:00
"1912",985.33,9.56,2017-03-28 15:00:00
"1913",1109.27,8.33,2017-03-28 16:00:00
"1914",817.53,6.63,2017-03-28 17:00:00
"1915",838.89,7.66,2017-03-28 18:00:00
"1916",1152.99,9.23,2017-03-28 19:00:00
"1917",998.7,6.84,2017-03-28 20:00:00
"1918",910.75,6.69,2017-03-28 21:00:00
"1919",1029.79,8.5,2017-03-28 22:00:00
"1920",825.48,9.97,2017-03-28 23:00:00
"1921",821.61,5.3,2017-03-29 00:00:00
"1922",1080.19,8.74,2017-03-29 01:00:00
"1923",857.25,10.29,2017-03-29 02:00:00
"1924",992.45,5.91,2017-03-29 03:00:00
"1925",1027.88,6.32,2017-03-29 04:00:00
"1926",862.4,5.81,2017-03-29 05:00:00
"1927",902.23,5.91,2017-03-29 06:00:00
"1928",1064.78,4.83,2017-03-29 07:00:00
"1929",907.16,8.71,2017-03-29 08:00:00
"1930",963.14,5.33,2017-03-29 09:00:00
"1931",1179.05,6.91,2017-03-29 10:00:00
"1932",1164.96,6.5,2017-03-29 11:00:00
"1933",985.95,10.11,2017-03-29 12:00:00
"1934",1012.77,11.1,2017-03-29 13:00:00
"1935",1101.1,12.14,2017-03-29 14:00:00
"1936",889.4,14.45,2017-03-29 15:00:00
"1937",933.67,12.39,2017-03-29 16:00:00
"1938",986.26,6.16,2017-03-29 17:00:00
"1939",948.64,10.95,2017-03-29 18:00:00
"1940",956.13,9.41,2017-03-29 19:00:00
"1941",827.83,7.66,2017-03-29 20:00:00
"1942",1004.1,6.47,2017-03-29 21:00:00
"1943",833.61,11.7,2017-03-29 22:00:00
"1944",1091.23,6.58,2017-03-29 23:00:00
"1945",1145.85,3.93,2017-03-30 00:00:00
"1946",1066.94,9.56,2017-03-30 01:00:00
"1947",840.34,7.3,2017-03-30 02:00:00
"1948",985.06,7.99,2017-03-30 03:00:00
"1949",902.64,6.06,2017-03-30 04:00:00
"1950",1056.76,6.34,2017-03-30 05:00:00
"1951",1087.71,4.51,2017-03-30 06:00:00
"1952",962.01,5.57,2017-03-30 07:00:00
"1953",821.31,7.04,2017-03-30 08:00:00
"1954",825.04,4.32,2017-03-30 09:00:00
"1955",816.73,3.41,2017-03-30 10:00:00
"1956",903.73,7.44,2017-03-30 11:00:00
"1957",890.19,8.25,2017-03-30 12:00:00
"1958",884.93,7.48,2017-03-30 13:00:00
"1959",898.87,6.1,2017-03-30 14:00:00
"1960",1078.65,8.92,2017-03-30 15:00:00
"1961",960.55,10.32,2017-03-30 16:00:00
"1962",1142.65,5.1,2017-03-30 17:00:00
"1963",864.07,10.5,2017-03-30 18:00:00
"1964",1018.09,5.8,2017-03-30 19:00:00
"1965",1065.88,10.4,2017-03-30 20:00:00
"1966",1160.68,8.78,2017-03-30 21:00:00
"1967",821.63,6.16,2017-03-30 22:00:00
"1968",820.59,6.97,2017-03-30 23:00:00
"1969",1056.86,6.79,2017-03-31 00:00:00
"1970",1091.98,6.63,2017-03-31 01:00:00
"1971",836.09,7.87,2017-03-31 02:00:00
"1972",1158.58,8.47,2017-03-31 03:00:00
"1973",933.35,4.73,2017-03-31 04:00:00
"1974",1105.83,6.95,2017-03-31 05:00:00
"1975",843.88,5.29,2017-03-31 06:00:00
"1976",845.49,5.61,2017-03-31 07:00:00
"1977",879.86,6.53,2017-03-31 08:00:00
"1978",913,4.35,2017-03-31 09:00:00
"1979",1176.33,5.82,2017-03-31 10:00:00
"1980",1020.04,4.74,2017-03-31 11:00:00
"1981",1011.58,8.02,2017-03-31 12:00:00
"1982",1055.54,8.13,2017-03-31 13:00:00
"1983",873.84,8.03,2017-03-31 14:00:00
"1984",1131.33,9.25,2017-03-31 15:00:00
"1985",1182.49,12.41,2017-03-31 16:00:00
"1986",860.04,8.88,2017-03-31 17:00:00
"1987",1036,9.29,2017-03-31 18:00:00
"1988",900.99,9.93,2017-03-31 19:00:00
"1989",908.86,8.89,2017-03-31 20:00:00
"1990",1049.06,6.36,2017-03-31 21:00:00
"1991",1120.41,8.76,2017-03-31 22:00:00
"1992",955.33,9.99,2017-03-31 23:00:00
"1993",794.79,8.03,2017-04-01 00:00:00
"1994",1092.14,7.85,2017-04-01 01:00:00
"1995",907.48,6.55,2017-04-01 02:00:00
"1996",973.13,10.1,2017-04-01 03:00:00
"1997",983.09,6.56,2017-04-01 04:00:00
"1998",944.76,6.3,2017-04-01 05:00:00
"1999",1135.41,7.28,2017-04-01 06:00:00
"2000",924.49,8.72,2017-04-01 07:00:00
"2001",1104.9,9.22,2017-04-01 08:00:00
"2002",1075.55,6.09,2017-04-01 09:00:00
"2003",1010.17,6.41,2017-04-01 10:00:00
"2004",827.34,8.91,2017-04-01 11:00:00
"2005",1050.95,11.89,2017-04-01 12:00:00
"2006",1090.5,12.95,2017-04-01 13:00:00
"2007",923.02,13.11,2017-04-01 14:00:00
"2008",815.76,9.57,2017-04-01 15:00:00
"2009",989.57,13.5,2017-04-01 16:00:00
"2010",1103.7,7.55,2017-04-01 17:00:00
"2011",1101.93,8.97,2017-04-01 18:00:00
"2012",788.46,7.55,2017-04-01 19:00:00
"2013",1165.13,7.83,2017-04-01 20:00:00
"2014",1105.68,6.76,2017-04-01 21:00:00
"2015",1094.23,11.16,2017-04-01 22:00:00
"2016",994.55,7.78,2017-04-01 23:00:00
"2017",885.35,4.46,2017-04-02 00:00:00
"2018",829.34,5.7,2017-04-02 01:00:00
"2019",994.16,5.23,2017-04-02 02:00:00
"2020",1050.01,4.88,2017-04-02 03:00:00
"2021",909.01,6.47,2017-04-02 04:00:00
"2022",1090.72,5.12,2017-04-02 05:00:00
"2023",1083.89,4.2,2017-04-02 06:00:00
"2024",911.83,4.04,2017-04-02 07:00:00
"2025",1013.88,4.24,2017-04-02 08:00:00
"2026",1120.76,4.74,2017-04-02 09:00:00
"2027",843,2.92,2017-04-02 10:00:00
"2028",1142.28,7.42,2017-04-02 11:00:00
"2029",1113.38,11.14,2017-04-02 12:00:00
"2030",1155.95,5.77,2017-04-02 13:00:00
"2031",1149.04,11.03,2017-04-02 14:00:00
"2032",1151.14,12.01,2017-04-02 15:00:00
"2033",939.69,10.3,2017-04-02 16:00:00
"2034",1041.71,5.92,2017-04-02 17:00:00
"2035",872.8,10.05,2017-04-02 18:00:00
"2036",927.83,7.39,2017-04-02 19:00:00
"2037",879.85,11.33,2017-04-02 20:00:00
"2038",818.59,7.76,2017-04-02 21:00:00
"2039",875.46,5.21,2017-04-02 22:00:00
"2040",786.09,8.17,2017-04-02 23:00:00
"2041",941.07,4.54,2017-04-03 00:00:00
"2042",1137.23,7.96,2017-04-03 01:00:00
"2043",959.71,7.16,2017-04-03 02:00:00
"2044",961.08,6.18,2017-04-03 03:00:00
"2045",1140.85,5.73,2017-04-03 04:00:00
"2046",997.01,5.24,2017-04-03 05:00:00
"2047",1023.85,5.41,2017-04-03 06:00:00
"2048",808.93,7.81,2017-04-03 07:00:00
"2049",1172.84,6.63,2017-04-03 08:00:00
"2050",1037.12,3.74,2017-04-03 09:00:00
"2051",840.62,6.35,2017-04-03 10:00:00
"2052",956.62,7.66,2017-04-03 11:00:00
"2053",827.53,10.21,2017-04-03 12:00:00
"2054",882.61,10.16,2017-04-03 13:00:00
"2055",889.85,10.16,2017-04-03 14:00:00
"2056",916.77,14,2017-04-03 15:00:00
"2057",1023.53,10.97,2017-04-03 16:00:00
"2058",1006.44,8.32,2017-04-03 17:00:00
"2059",1028.46,10.34,2017-04-03 18:00:00
"2060",988.38,6.73,2017-04-03 19:00:00
"2061",976.31,8.11,2017-04-03 20:00:00
"2062",1135.28,7.55,2017-04-03 21:00:00
"2063",969.96,11.45,2017-04-03 22:00:00
"2064",927.46,7.52,2017-04-03 23:00:00
"2065",1043.52,7.91,2017-04-04 00:00:00
"2066",1036.86,8.73,2017-04-04 01:00:00
"2067",1139.28,6.09,2017-04-04 02:00:00
"2068",898.66,5.16,2017-04-04 03:00:00
"2069",1007.39,6.95,2017-04-04 04:00:00
"2070",869.63,9.59,2017-04-04 05:00:00
"2071",984.38,6.51,2017-04-04 06:00:00
"2072",1071.8,7.28,2017-04-04 07:00:00
"2073",967.36,4.83,2017-04-04 08:00:00
"2074",1011.82,7.49,2017-04-04 09:00:00
"2075",1066.55,4.98,2017-04-04 10:00:00
"2076",1011.63,6.31,2017-04-04 11:00:00
"2077",1096.17,9.57,2017-04-04 12:00:00
"2078",1029.53,11.79,2017-04-04 13:00:00
"2079",1183.92,10.22,2017-04-04 14:00:00
"2080",1177.35,13.7,2017-04-04 15:00:00
"2081",858.67,10.81,2017-04-04 16:00:00
"2082",814.81,8.1,2017-04-04 17:00:00
"2083",807.89,7.88,2017-04-04 18:00:00
"2084",998.02,11.96,2017-04-04 19:00:00
"2085",1124.18,10.92,2017-04-04 20:00:00
"2086",791.73,5.4,2017-04-04 21:00:00
"2087",1071.21,7.8,2017-04-04 22:00:00
"2088",1119.38,10.15,2017-04-04 23:00:00
"2089",794.04,4.69,2017-04-05 00:00:00
"2090",1174.25,5.04,2017-04-05 01:00:00
"2091",844.02,8.27,2017-04-05 02:00:00
"2092",994.72,4.24,2017-04-05 03:00:00
"2093",1148.82,5.74,2017-04-05 04:00:00
"2094",979.28,5.87,2017-04-05 05:00:00
"2095",857.8,4.2,2017-04-05 06:00:00
"2096",868.15,6.18,2017-04-05 07:00:00
"2097",1135.32,7.64,2017-04-05 08:00:00
"2098",888.56,5.06,2017-04-05 09:00:00
"2099",977.96,4.33,2017-04-05 10:00:00
"2100",888.87,4.5,2017-04-05 11:00:00
"2101",938.5,8.15,2017-04-05 12:00:00
"2102",1154.47,10.82,2017-04-05 13:00:00
"2103",825.65,8.44,2017-04-05 14:00:00
"2104",957.7,10.48,2017-04-05 15:00:00
"2105",819.61,9.36,2017-04-05 16:00:00
"2106",999.61,7.92,2017-04-05 17:00:00
"2107",926.61,9.59,2017-04-05 18:00:00
"2108",1045.69,5.55,2017-04-05 19:00:00
"2109",781.42,12.13,2017-04-05 20:00:00
"2110",1018.68,6.47,2017-04-05 21:00:00
"2111",900.55,9.85,2017-04-05 22:00:00
"2112",982.95,7.01,2017-04-05 23:00:00
"2113",812.4,8.42,2017-04-06 00:00:00
"2114",831.53,6.8,2017-04-06 01:00:00
"2115",805.95,9.54,2017-04-06 02:00:00
"2116",834.61,5.42,2017-04-06 03:00:00
"2117",826.2,5.84,2017-04-06 04:00:00
"2118",1113.86,6.93,2017-04-06 05:00:00
"2119",834.11,5.26,2017-04-06 06:00:00
"2120",1171.57,4.56,2017-04-06 07:00:00
"2121",1091.78,8.12,2017-04-06 08:00:00
"2122",832.01,4.08,2017-04-06 09:00:00
"2123",1120.64,6.8,2017-04-06 10:00:00
"2124",1117.23,7.43,2017-04-06 11:00:00
"2125",888.44,9.2,2017-04-06 12:00:00
"2126",985.94,12.16,2017-04-06 13:00:00
"2127",1060.08,6.81,2017-04-06 14:00:00
"2128",1128.64,12.19,2017-04-06 15:00:00
"2129",1134.79,11.02,2017-04-06 16:00:00
"2130",926.41,9.41,2017-04-06 17:00:00
"2131",1016.96,8.06,2017-04-06 18:00:00
"2132",1051.22,6.66,2017-04-06 19:00:00
"2133",1073.17,7.38,2017-04-06 20:00:00
"2134",849.45,5.93,2017-04-06 21:00:00
"2135",917.22,5.53,2017-04-06 22:00:00
"2136",1138.14,6.63,2017-04-06 23:00:00
"2137",846.36,7.38,2017-04-07 00:00:00
"2138",994.44,8.83,2017-04-07 01:00:00
"2139",911.72,9.51,2017-04-07 02:00:00
"2140",1036.76,6.98,2017-04-07 03:00:00
"2141",871.31,5.11,2017-04-07 04:00:00
"2142",928.33,4.63,2017-04-07 05:00:00
"2143",974.08,9.38,2017-04-07 06:00:00
"2144",1175.11,6.77,2017-04-07 07:00:00
"2145",1067.66,5.9,2017-04-07 08:00:00
"2146",1025.81,4.88,2017-04-07 09:00:00
"2147",1151.75,4.47,2017-04-07 10:00:00
"2148",910.07,6.89,2017-04-07 11:00:00
"2149",918.85,7.32,2017-04-07 12:00:00
"2150",958.3,10.14,2017-04-07 13:00:00
"2151",896.27,8.27,2017-04-07 14:00:00
"2152",1181.24,15.12,2017-04-07 15:00:00
"2153",899.09,13.05,2017-04-07 16:00:00
"2154",1038.09,5.25,2017-04-07 17:00:00
"2155",795.51,11.36,2017-04-07 18:00:00
"2156",948.53,12.28,2017-04-07 19:00:00
"2157",1147.58,12.58,2017-04-07 20:00:00
"2158",1026.23,8.1,2017-04-07 21:00:00
"2159",921.64,8.57,2017-04-07 22:00:00
"2160",1141.42,5.99,2017-04-07 23:00:00
"2161",944.53,6.61,2017-04-08 00:00:00
"2162",905.52,8.71,2017-04-08 01:00:00
"2163",833.67,8.92,2017-04-08 02:00:00
"2164",977.43,4.56,2017-04-08 03:00:00
"2165",801.06,6.94,2017-04-08 04:00:00
"2166",784.8,5.78,2017-04-08 05:00:00
"2167",799.28,7.94,2017-04-08 06:00:00
"2168",1156.17,3.37,2017-04-08 07:00:00
"2169",948.58,3.51,2017-04-08 08:00:00
"2170",799.88,4.64,2017-04-08 09:00:00
"2171",1069.86,5.27,2017-04-08 10:00:00
"2172",1192.29,3.35,2017-04-08 11:00:00
"2173",1103.82,10.89,2017-04-08 12:00:00
"2174",945.08,9.87,2017-04-08 13:00:00
"2175",1013.74,8.34,2017-04-08 14:00:00
"2176",1171.79,12.56,2017-04-08 15:00:00
"2177",1126.63,12.48,2017-04-08 16:00:00
"2178",938.97,8.71,2017-04-08 17:00:00
"2179",989.24,5.44,2017-04-08 18:00:00
"2180",1062.61,5.6,2017-04-08 19:00:00
"2181",1016.77,11.85,2017-04-08 20:00:00
"2182",1119.29,8.17,2017-04-08 21:00:00
"2183",1109.35,10.6,2017-04-08 22:00:00
"2184",1046.38,6.29,2017-04-08 23:00:00
